file,x,y,w,h,classe,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,PCA
../Imagens/UnetDataset/perfume\results_pos\10_predict_resized.png,64,90,92,158,perfume,-1.5563247908136653,-3.1126495816273305,-3.4121432252307935,-3.4121432252307935,-6.824286450461587,-4.968468016044459,0.0,6137.661014045523
../Imagens/UnetDataset/perfume\results_pos\110_predict_resized.png,55,55,136,224,perfume,-1.5413368960572897,-3.0826737921145795,-3.513460178486306,-3.513460178486306,-7.026920356972612,-5.054797074543596,0.0,28001.810427065295
../Imagens/UnetDataset/perfume\results_pos\111_predict_resized.png,0,53,145,208,perfume,-1.533452633333731,-3.066905266667462,-3.5843636470976428,-3.5843636470976428,-7.1687272941952855,-5.117816280431374,0.0,11730.191897295997
../Imagens/UnetDataset/perfume\results_pos\112_predict_resized.png,54,61,115,187,perfume,-1.5410707807561574,-3.082141561512315,-3.4702289882351884,-3.4702289882351884,-6.940457976470377,-5.011299768991346,0.0,17416.026678747996
../Imagens/UnetDataset/perfume\results_pos\113_predict_resized.png,50,78,131,208,perfume,-1.5430219275516095,-3.086043855103219,-3.5565556344343965,-3.5565556344343965,-7.113111268868793,-5.099577561986006,0.0,24372.06932533727
../Imagens/UnetDataset/perfume\results_pos\114_predict_resized.png,46,62,128,207,perfume,-1.5412889249679358,-3.0825778499358716,-3.506931590800079,-3.506931590800079,-7.013863181600157,-5.048220515768015,0.0,23210.755942009535
../Imagens/UnetDataset/perfume\results_pos\115_predict_resized.png,51,52,127,204,perfume,-1.5388101968224324,-3.0776203936448647,-3.516434390370002,-3.516434390370002,-7.032868780740004,-5.055244587192434,0.0,22188.123253773156
../Imagens/UnetDataset/perfume\results_pos\116_predict_resized.png,46,61,132,215,perfume,-1.5414989110973083,-3.0829978221946166,-3.5196156772118674,-3.5196156772118674,-7.039231354423735,-5.0611145883091755,0.0,25943.773915684673
../Imagens/UnetDataset/perfume\results_pos\117_predict_resized.png,63,62,90,171,perfume,-1.5830006450327174,-3.166001290065435,-3.1302136690972104,-3.1302136690972104,-6.260427338194421,-4.713214314129928,0.0,8095.972579906244
../Imagens/UnetDataset/perfume\results_pos\118_predict_resized.png,65,88,90,160,perfume,-1.5595819373688782,-3.1191638747377564,-3.3979861255760224,-3.3979861255760224,-6.795972251152045,-4.9575680629449,0.0,6184.38620646491
../Imagens/UnetDataset/perfume\results_pos\119_predict_resized.png,60,82,95,169,perfume,-1.562128327546758,-3.124256655093516,-3.394391811065166,-3.394391811065166,-6.788783622130332,-4.956520138611924,0.0,9350.66505622421
../Imagens/UnetDataset/perfume\results_pos\11_predict_resized.png,60,82,96,169,perfume,-1.5618596385399133,-3.1237192770798266,-3.402457283344378,-3.402457283344378,-6.804914566688756,-4.964316921884291,0.0,9431.89482406824
../Imagens/UnetDataset/perfume\results_pos\120_predict_resized.png,51,65,115,187,perfume,-1.5316327783555448,-3.0632655567110896,-3.545494424866263,-3.545494424866263,-7.090988849732526,-5.077127203221808,0.0,15823.399337627612
../Imagens/UnetDataset/perfume\results_pos\121_predict_resized.png,61,119,86,144,perfume,-1.5422219691656345,-3.084443938331269,-3.4760469623369583,-3.4760469623369583,-6.952093924673917,-5.018268931502593,0.0,783.1063727255988
../Imagens/UnetDataset/perfume\results_pos\122_predict_resized.png,52,81,109,179,perfume,-1.5304412263699976,-3.060882452739995,-3.5462557509196384,-3.5462557509196384,-7.092511501839276,-5.076696977289636,0.0,12360.905437196297
../Imagens/UnetDataset/perfume\results_pos\123_predict_resized.png,72,49,95,175,perfume,-1.5869054082970782,-3.1738108165941563,-3.5240100826513028,-3.5240100826513028,-7.0480201653026056,-5.110915490948381,0.0,6456.757985833355
../Imagens/UnetDataset/perfume\results_pos\124_predict_resized.png,77,59,90,164,perfume,-1.5951754735782755,-3.190350947156551,-3.4873685295112,-3.4873685295112,-6.9747370590224,-5.082544003089476,0.0,3421.653072342397
../Imagens/UnetDataset/perfume\results_pos\125_predict_resized.png,65,82,98,162,perfume,-1.5648172751330802,-3.1296345502661604,-3.565228852118628,-3.565228852118628,-7.130457704237256,-5.130046127251708,0.0,8374.93025512909
../Imagens/UnetDataset/perfume\results_pos\126_predict_resized.png,41,53,137,231,perfume,-1.5476035674354616,-3.095207134870923,-3.446576197204791,-3.446576197204791,-6.893152394409582,-4.994179764640253,0.0,28940.90687529241
../Imagens/UnetDataset/perfume\results_pos\127_predict_resized.png,74,90,124,210,perfume,-1.543407325064897,-3.086814650129794,-3.319737787135113,-3.319737787135113,-6.639475574270226,-4.86314511220001,0.0,19809.766579039282
../Imagens/UnetDataset/perfume\results_pos\128_predict_resized.png,50,60,128,213,perfume,-1.5421007272600293,-3.0842014545200587,-3.392602160911613,-3.392602160911613,-6.785204321823226,-4.934702888171643,0.0,25827.207935430743
../Imagens/UnetDataset/perfume\results_pos\129_predict_resized.png,48,65,141,191,perfume,-1.443567777877582,-2.887135555755164,-2.709771703751581,-2.709771703751581,-5.419543407503161,-4.153339481629163,0.0,25194.785675412044
../Imagens/UnetDataset/perfume\results_pos\12_predict_resized.png,51,64,115,188,perfume,-1.5390859466911546,-3.0781718933823092,-3.542188481139831,-3.542188481139831,-7.084376962279662,-5.081274427830985,0.0,15822.420588717492
../Imagens/UnetDataset/perfume\results_pos\130_predict_resized.png,65,87,123,170,perfume,-1.442893546190772,-2.885787092381544,-2.7194110642416174,-2.7194110642416174,-5.438822128483235,-4.16230461043239,0.0,17437.33790030501
../Imagens/UnetDataset/perfume\results_pos\131_predict_resized.png,61,98,123,167,perfume,-1.4359647368073067,-2.8719294736146135,-2.679278126724927,-2.679278126724927,-5.358556253449854,-4.115242863532234,0.0,16494.697468888095
../Imagens/UnetDataset/perfume\results_pos\132_predict_resized.png,57,86,109,175,perfume,-1.5084425444610172,-3.0168850889220344,-3.2689548072294765,-3.2689548072294765,-6.537909614458953,-4.777397351690494,0.0,14621.243753269233
../Imagens/UnetDataset/perfume\results_pos\133_predict_resized.png,47,71,107,173,perfume,-1.5199139434652555,-3.039827886930511,-3.3011957253525677,-3.3011957253525677,-6.602391450705135,-4.821109668817823,0.0,12206.970961409588
../Imagens/UnetDataset/perfume\results_pos\134_predict_resized.png,69,81,97,169,perfume,-1.5313516745453688,-3.0627033490907376,-3.2478726786774854,-3.2478726786774854,-6.495745357354971,-4.779224353222854,0.0,9942.153193796266
../Imagens/UnetDataset/perfume\results_pos\135_predict_resized.png,39,64,130,216,perfume,-1.5507769558956714,-3.101553911791343,-3.50369125246425,-3.50369125246425,-7.0073825049285,-5.054468208359921,0.0,22599.085686941205
../Imagens/UnetDataset/perfume\results_pos\136_predict_resized.png,59,72,116,189,perfume,-1.539675166679202,-3.0793503333584034,-3.402459148933008,-3.402459148933008,-6.804918297866016,-4.9421343156122095,0.0,19005.573164098518
../Imagens/UnetDataset/perfume\results_pos\137_predict_resized.png,32,50,139,230,perfume,-1.548464877258453,-3.0969297545169066,-3.453872947236094,-3.453872947236094,-6.907745894472188,-5.002337824494547,0.0,25941.49729833936
../Imagens/UnetDataset/perfume\results_pos\138_predict_resized.png,47,75,125,201,perfume,-1.5381368288898865,-3.076273657779773,-3.5442514221090073,-3.5442514221090073,-7.088502844218015,-5.082388250998894,0.0,22148.708327990018
../Imagens/UnetDataset/perfume\results_pos\139_predict_resized.png,61,105,99,158,perfume,-1.5321573043052603,-3.0643146086105206,-3.5152278702131197,-3.5152278702131197,-7.030455740426239,-5.04738517451838,0.0,8489.075664596403
../Imagens/UnetDataset/perfume\results_pos\13_predict_resized.png,62,120,85,140,perfume,-1.5390292854814944,-3.0780585709629893,-3.428981889984727,-3.428981889984727,-6.857963779969454,-4.968011175466222,0.0,850.4941681828998
../Imagens/UnetDataset/perfume\results_pos\140_predict_resized.png,39,61,137,216,perfume,-1.537275575573082,-3.074551151146164,-3.5848933343119835,-3.5848933343119835,-7.169786668623967,-5.122168909885065,0.0,26476.690988417322
../Imagens/UnetDataset/perfume\results_pos\141_predict_resized.png,36,71,116,193,perfume,-1.5439807995753179,-3.0879615991506357,-3.505625817110802,-3.505625817110802,-7.011251634221604,-5.04960661668612,0.0,12984.580976724994
../Imagens/UnetDataset/perfume\results_pos\142_predict_resized.png,37,92,116,191,perfume,-1.5374806773307343,-3.0749613546614687,-3.475273876667308,-3.475273876667308,-6.950547753334616,-5.012754553998042,0.0,10108.191684478248
../Imagens/UnetDataset/perfume\results_pos\143_predict_resized.png,51,82,115,192,perfume,-1.5465794993565554,-3.0931589987131107,-3.5130143732248893,-3.5130143732248893,-7.026028746449779,-5.059593872581444,0.0,17907.26634651653
../Imagens/UnetDataset/perfume\results_pos\144_predict_resized.png,55,71,104,179,perfume,-1.5099909336653887,-3.0199818673307774,-3.356563926597382,-3.356563926597382,-6.713127853194764,-4.866554860262771,-0.0,12547.495647908547
../Imagens/UnetDataset/perfume\results_pos\145_predict_resized.png,52,57,116,196,perfume,-1.5140382333087306,-3.028076466617461,-3.3848654865571355,-3.3848654865571355,-6.769730973114271,-4.898903719865866,-0.0,17945.053631916173
../Imagens/UnetDataset/perfume\results_pos\146_predict_resized.png,56,61,103,175,perfume,-1.5078051136283166,-3.015610227256633,-3.374923522181681,-3.374923522181681,-6.749847044363362,-4.882728635809998,-0.0,11618.529618419396
../Imagens/UnetDataset/perfume\results_pos\147_predict_resized.png,62,73,105,187,perfume,-1.5285455092164237,-3.0570910184328475,-3.3829018012240355,-3.3829018012240355,-6.765803602448071,-4.911447310440459,-0.0,15005.316388210482
../Imagens/UnetDataset/perfume\results_pos\148_predict_resized.png,62,82,90,155,perfume,-1.5218347107545285,-3.043669421509057,-3.3225480137298584,-3.3225480137298584,-6.645096027459717,-4.844382724484387,-0.0,5084.509101987928
../Imagens/UnetDataset/perfume\results_pos\149_predict_resized.png,52,59,100,181,perfume,-1.532685453329282,-3.065370906658564,-3.409658858106736,-3.409658858106736,-6.8193177162134715,-4.942344311436018,-0.0,11594.307180908114
../Imagens/UnetDataset/perfume\results_pos\14_predict_resized.png,52,81,109,179,perfume,-1.5365401190688737,-3.0730802381377473,-3.5251992335311035,-3.5251992335311035,-7.050398467062207,-5.061739352599977,0.0,12422.43887595261
../Imagens/UnetDataset/perfume\results_pos\150_predict_resized.png,61,80,101,164,perfume,-1.48827790443398,-2.97655580886796,-3.311055089246665,-3.311055089246665,-6.62211017849333,-4.799332993680645,-0.0,9484.129184947491
../Imagens/UnetDataset/perfume\results_pos\151_predict_resized.png,37,59,117,192,perfume,-1.4959998733605007,-2.9919997467210013,-3.3030843195806816,-3.3030843195806816,-6.606168639161363,-4.799084192941183,-0.0,14685.915892410896
../Imagens/UnetDataset/perfume\results_pos\152_predict_resized.png,67,53,104,175,perfume,-1.4922986934364928,-2.9845973868729856,-3.3022938563546353,-3.3022938563546353,-6.604587712709271,-4.794592549791128,-0.0,12521.282662495436
../Imagens/UnetDataset/perfume\results_pos\153_predict_resized.png,74,70,110,175,perfume,-1.4872181077634035,-2.974436215526807,-3.316611276590861,-3.316611276590861,-6.633222553181722,-4.803829384354264,-0.0,12595.18602818012
../Imagens/UnetDataset/perfume\results_pos\154_predict_resized.png,53,73,101,168,perfume,-1.4929103359464297,-2.9858206718928595,-3.271218148056979,-3.271218148056979,-6.542436296113958,-4.764128484003408,-0.0,9362.360979213023
../Imagens/UnetDataset/perfume\results_pos\155_predict_resized.png,63,50,108,178,perfume,-1.4934701115486533,-2.9869402230973066,-3.234127336807233,-3.234127336807233,-6.468254673614466,-4.727597448355886,-0.0,13585.223988687201
../Imagens/UnetDataset/perfume\results_pos\156_predict_resized.png,53,54,135,179,perfume,-1.3829288696121171,-2.7658577392242343,-2.377316800265898,-2.377316800265898,-4.754633600531796,-3.760245669878015,-0.0,12295.173784022878
../Imagens/UnetDataset/perfume\results_pos\157_predict_resized.png,26,52,136,196,perfume,-1.4594544754881975,-2.918908950976395,-2.9126866759483883,-2.9126866759483883,-5.8253733518967765,-4.372141151436586,-0.0,13051.15220052949
../Imagens/UnetDataset/perfume\results_pos\158_predict_resized.png,30,85,114,163,perfume,-1.4167701920519842,-2.8335403841039684,1.714786083149041,1.714786083149041,3.429572166298082,0.2980158910970568,-0.0,4136.518293746383
../Imagens/UnetDataset/perfume\results_pos\159_predict_resized.png,48,30,130,252,perfume,-1.539846844544942,-3.079693689089884,-1.7789002173336002,-1.7789002173336002,-3.5578004346672003,-3.3187470618785424,-0.0,25576.067101033976
../Imagens/UnetDataset/perfume\results_pos\15_predict_resized.png,72,49,95,175,perfume,-1.5807358307615194,-3.1614716615230387,-3.5246639445005163,-3.5246639445005163,-7.049327889001033,-5.105399775262035,0.0,6827.213033841412
../Imagens/UnetDataset/perfume\results_pos\160_predict_resized.png,51,68,106,209,perfume,-1.5508985548741159,-3.1017971097482318,-2.0426886827046,-2.0426886827046,-4.0853773654092,-3.5935872375787157,-0.0,14056.251175997935
../Imagens/UnetDataset/perfume\results_pos\161_predict_resized.png,51,32,131,249,perfume,-1.535417569715039,-3.070835139430078,-1.2086332847731813,-1.2086332847731813,-2.4172665695463627,-2.7440508544882203,-0.0,24736.97367051615
../Imagens/UnetDataset/perfume\results_pos\162_predict_resized.png,64,65,108,184,perfume,-1.4926674762947485,-2.9853349525894965,-3.2483099236514996,-3.2483099236514996,-6.496619847302999,-4.740977399946248,-0.0,15785.122714188275
../Imagens/UnetDataset/perfume\results_pos\163_predict_resized.png,67,86,96,158,perfume,-1.487510423300657,-2.975020846601314,-3.2138476093324613,-3.2138476093324613,-6.4276952186649225,-4.701358032633118,-0.0,7501.4184707388695
../Imagens/UnetDataset/perfume\results_pos\164_predict_resized.png,59,93,93,156,perfume,-1.4905271352127925,-2.981054270425585,-3.236039066420426,-3.236039066420426,-6.472078132840852,-4.726566201633219,-0.0,5424.263778630723
../Imagens/UnetDataset/perfume\results_pos\165_predict_resized.png,54,82,111,161,perfume,-1.420335104311275,-2.84067020862255,-3.3003582887189977,-3.3003582887189977,-6.6007165774379954,-4.720693393030272,-0.0,9266.351375587847
../Imagens/UnetDataset/perfume\results_pos\166_predict_resized.png,80,87,117,168,perfume,-1.408305942434613,-2.8166118848692263,-3.2314121111616054,-3.2314121111616054,-6.462824222323211,-4.639718053596218,-0.0,8695.190758127494
../Imagens/UnetDataset/perfume\results_pos\167_predict_resized.png,63,74,121,173,perfume,-1.414273029136027,-2.828546058272054,-3.281779716486665,-3.281779716486665,-6.56355943297333,-4.696052745622692,-0.0,13451.252797798466
../Imagens/UnetDataset/perfume\results_pos\168_predict_resized.png,52,56,110,175,perfume,-1.4612843979752068,-2.9225687959504136,-3.1440624194554627,-3.1440624194554627,-6.288124838910925,-4.60534681743067,-0.0,13620.992645060756
../Imagens/UnetDataset/perfume\results_pos\169_predict_resized.png,59,66,107,174,perfume,-1.4611988256858175,-2.922397651371635,-3.13757582117639,-3.13757582117639,-6.27515164235278,-4.598774646862207,-0.0,13536.655174082716
../Imagens/UnetDataset/perfume\results_pos\16_predict_resized.png,77,57,91,166,perfume,-1.586041755767707,-3.172083511535414,-3.5188316545066707,-3.5188316545066707,-7.037663309013341,-5.104873410274378,0.0,3993.4090082698426
../Imagens/UnetDataset/perfume\results_pos\170_predict_resized.png,39,61,111,179,perfume,-1.4670541055984883,-2.9341082111969765,-3.157869511288098,-3.157869511288098,-6.315739022576196,-4.624923616886586,-0.0,11628.575252645784
../Imagens/UnetDataset/perfume\results_pos\171_predict_resized.png,45,71,109,192,perfume,-1.5016565518012446,-3.003313103602489,-3.324287467405244,-3.324287467405244,-6.648574934810488,-4.825944019206489,-0.0,14852.0331288456
../Imagens/UnetDataset/perfume\results_pos\172_predict_resized.png,52,83,101,170,perfume,-1.4916201764358117,-2.9832403528716234,-3.270097090014358,-3.270097090014358,-6.540194180028716,-4.7617172664501695,-0.0,8903.76930128596
../Imagens/UnetDataset/perfume\results_pos\173_predict_resized.png,42,34,122,217,perfume,-1.5045307870581082,-3.0090615741162163,-3.3581496454236928,-3.3581496454236928,-6.7162992908473855,-4.862680432481801,-0.0,22978.127008368
../Imagens/UnetDataset/perfume\results_pos\174_predict_resized.png,57,94,88,154,perfume,-1.5200174677699934,-3.0400349355399867,-3.2722401940397683,-3.2722401940397683,-6.544480388079537,-4.792257661809762,-0.0,3393.496665303754
../Imagens/UnetDataset/perfume\results_pos\175_predict_resized.png,53,121,84,143,perfume,-1.5225976130998065,-3.045195226199613,-3.3546284058078424,-3.3546284058078424,-6.709256811615685,-4.877226018907649,-0.0,-1703.5294287022411
../Imagens/UnetDataset/perfume\results_pos\176_predict_resized.png,52,86,100,203,perfume,-1.5578564141755376,-3.115712828351075,-2.9684190906300643,-2.9684190906300643,-5.9368381812601285,-4.526275504805602,-0.0,11595.143173284341
../Imagens/UnetDataset/perfume\results_pos\177_predict_resized.png,55,93,92,153,perfume,-1.4818364605346053,-2.9636729210692105,-3.294315552176197,-3.294315552176197,-6.588631104352394,-4.776152012710802,-0.0,3722.4135152525887
../Imagens/UnetDataset/perfume\results_pos\178_predict_resized.png,52,111,89,156,perfume,-1.4889304027783183,-2.9778608055566367,-3.3113001026493123,-3.3113001026493123,-6.622600205298625,-4.80023050542763,-0.0,2448.4437595498107
../Imagens/UnetDataset/perfume\results_pos\179_predict_resized.png,55,101,90,152,perfume,-1.4878758425247893,-2.9757516850495787,-3.2929345077020615,-3.2929345077020615,-6.585869015404123,-4.780810350226851,-0.0,3342.1241931546156
../Imagens/UnetDataset/perfume\results_pos\17_predict_resized.png,65,79,98,165,perfume,-1.5639447631711214,-3.127889526342243,-3.581638269554143,-3.581638269554143,-7.163276539108286,-5.1455830327252645,0.0,9064.293120035109
../Imagens/UnetDataset/perfume\results_pos\180_predict_resized.png,54,63,124,202,perfume,-1.4695628045262317,-2.9391256090524633,-3.0059787265829483,-3.0059787265829483,-6.011957453165897,-4.4755415311091795,-0.0,22216.076530716404
../Imagens/UnetDataset/perfume\results_pos\181_predict_resized.png,46,38,133,215,perfume,-1.4630069357274222,-2.9260138714548445,-2.998860667084229,-2.998860667084229,-5.997721334168458,-4.461867602811651,-0.0,26861.998246147803
../Imagens/UnetDataset/perfume\results_pos\182_predict_resized.png,58,72,116,192,perfume,-1.4692025602922922,-2.9384051205845845,-2.9783742105562006,-2.9783742105562006,-5.956748421112401,-4.447576770848493,-0.0,19423.738120596547
../Imagens/UnetDataset/perfume\results_pos\183_predict_resized.png,56,37,99,160,perfume,-1.4717489040619989,-2.9434978081239977,-2.997880782078111,-2.997880782078111,-5.995761564156222,-4.4696296861401095,-0.0,6799.921446466043
../Imagens/UnetDataset/perfume\results_pos\184_predict_resized.png,63,110,100,159,perfume,-1.4628195818614238,-2.9256391637228476,-2.976990070465703,-2.976990070465703,-5.953980140931406,-4.439809652327127,-0.0,7246.654476530216
../Imagens/UnetDataset/perfume\results_pos\185_predict_resized.png,48,46,108,175,perfume,-1.4778815814520954,-2.9557631629041907,-3.047842899710953,-3.047842899710953,-6.095685799421906,-4.525724481163048,-0.0,11301.884714257554
../Imagens/UnetDataset/perfume\results_pos\186_predict_resized.png,67,70,108,175,perfume,-1.462897426271195,-2.92579485254239,-2.959588844837082,-2.959588844837082,-5.919177689674164,-4.422486271108277,-0.0,15035.696613801181
../Imagens/UnetDataset/perfume\results_pos\187_predict_resized.png,55,49,117,190,perfume,-1.4656462940284818,-2.9312925880569636,-3.0021631459265636,-3.0021631459265636,-6.004326291853127,-4.467809439955046,-0.0,19893.463496941993
../Imagens/UnetDataset/perfume\results_pos\188_predict_resized.png,61,71,104,171,perfume,-1.4631130697699783,-2.9262261395399567,-2.9851892612021267,-2.9851892612021267,-5.970378522404253,-4.448302330972105,-0.0,13897.947129832548
../Imagens/UnetDataset/perfume\results_pos\189_predict_resized.png,60,42,130,213,perfume,-1.463610378168158,-2.927220756336316,-2.903951582594557,-2.903951582594557,-5.807903165189114,-4.367561960762715,-0.0,24109.346253914297
../Imagens/UnetDataset/perfume\results_pos\18_predict_resized.png,41,46,137,238,perfume,-1.554990097131786,-3.109980194263572,-3.4129982161484484,-3.4129982161484484,-6.825996432296897,-4.967988313280235,0.0,29695.793110167808
../Imagens/UnetDataset/perfume\results_pos\190_predict_resized.png,46,42,116,187,perfume,-1.4748732547222445,-2.949746509444489,-2.767958289265077,-2.767958289265077,-5.535916578530154,-4.242831543987322,-0.0,16274.669291260248
../Imagens/UnetDataset/perfume\results_pos\191_predict_resized.png,53,42,117,187,perfume,-1.4771216971380232,-2.9542433942760464,-2.8221766044527956,-2.8221766044527956,-5.644353208905591,-4.299298301590819,-0.0,17306.998870158084
../Imagens/UnetDataset/perfume\results_pos\192_predict_resized.png,34,33,149,245,perfume,-1.4780814550340047,-2.9561629100680094,-2.6925381005107965,-2.6925381005107965,-5.385076201021593,-4.170619555544801,-0.0,32536.04509743707
../Imagens/UnetDataset/perfume\results_pos\193_predict_resized.png,46,0,137,240,perfume,-1.442522686616756,-2.885045373233512,-2.4324337860481346,-2.4324337860481346,-4.864867572096269,-3.874956472664891,-0.0,27437.85653397094
../Imagens/UnetDataset/perfume\results_pos\194_predict_resized.png,43,61,142,238,perfume,-1.474393955450978,-2.948787910901956,-2.5934437186842056,-2.5934437186842056,-5.186887437368411,-4.067837674135184,-0.0,30444.042063946454
../Imagens/UnetDataset/perfume\results_pos\195_predict_resized.png,56,45,114,207,perfume,-1.5141350736325594,-3.028270147265119,-2.124485882045833,-2.124485882045833,-4.2489717640916655,-3.6386209556783924,-0.0,20713.238240501418
../Imagens/UnetDataset/perfume\results_pos\196_predict_resized.png,60,34,108,203,perfume,-1.5135056953992803,-3.0270113907985605,-2.171640767003267,-2.171640767003267,-4.343281534006534,-3.6851464624025474,-0.0,18439.509798665284
../Imagens/UnetDataset/perfume\results_pos\197_predict_resized.png,69,65,110,196,perfume,-1.5091123173408485,-3.018224634681697,-2.043370575619881,-2.043370575619881,-4.086741151239762,-3.5524828929607297,-0.0,17363.242817182894
../Imagens/UnetDataset/perfume\results_pos\198_predict_resized.png,60,65,110,176,perfume,-1.4573691772746953,-2.9147383545493906,-2.779504795218301,-2.779504795218301,-5.559009590436602,-4.2368739724929965,-0.0,15812.541470575414
../Imagens/UnetDataset/perfume\results_pos\199_predict_resized.png,72,72,120,183,perfume,-1.442869483314958,-2.885738966629916,-2.8219601721693715,-2.8219601721693715,-5.643920344338743,-4.264829655484329,-0.0,15197.324043478255
../Imagens/UnetDataset/perfume\results_pos\19_predict_resized.png,74,89,124,211,perfume,-1.5493785274147205,-3.098757054829441,-3.3390179173981167,-3.3390179173981167,-6.678035834796233,-4.888396444812837,0.0,20159.86310643116
../Imagens/UnetDataset/perfume\results_pos\1_predict_resized.png,43,30,127,213,perfume,-1.5408593151141614,-3.081718630228323,-3.4482887292927096,-3.4482887292927096,-6.896577458585419,-4.989148044406871,0.0,20142.424223731767
../Imagens/UnetDataset/perfume\results_pos\200_predict_resized.png,54,75,112,181,perfume,-1.4601465130929867,-2.9202930261859734,-2.7886969353877236,-2.7886969353877236,-5.577393870775447,-4.24884344848071,-0.0,16483.63792557283
../Imagens/UnetDataset/perfume\results_pos\201_predict_resized.png,45,62,129,211,perfume,-1.4675626528078607,-2.9351253056157214,-2.896624361187001,-2.896624361187001,-5.793248722374002,-4.3641870139948615,-0.0,23823.021729550746
../Imagens/UnetDataset/perfume\results_pos\202_predict_resized.png,54,94,123,202,perfume,-1.4751273308664514,-2.950254661732903,-2.8308331763155556,-2.8308331763155556,-5.661666352631111,-4.305960507182007,-0.0,17840.75336088442
../Imagens/UnetDataset/perfume\results_pos\203_predict_resized.png,39,81,150,208,perfume,-1.3868864194245212,-2.7737728388490424,-2.840240508396212,-2.840240508396212,-5.680481016792424,-4.227126927820733,-0.0,21838.309245637785
../Imagens/UnetDataset/perfume\results_pos\204_predict_resized.png,21,51,147,214,perfume,-1.4153255770252697,-2.8306511540505395,-2.769411854712854,-2.769411854712854,-5.538823709425708,-4.184737431738124,-0.0,26103.2251984421
../Imagens/UnetDataset/perfume\results_pos\205_predict_resized.png,18,39,138,201,perfume,-1.416836800667263,-2.833673601334526,-2.7457238687197476,-2.7457238687197476,-5.491447737439495,-4.162560669387011,-0.0,19632.472778223575
../Imagens/UnetDataset/perfume\results_pos\206_predict_resized.png,30,38,147,216,perfume,-1.4186498608102316,-2.8372997216204636,-2.7079368959063492,-2.7079368959063492,-5.4158737918126985,-4.1265867567165815,-0.0,28503.20861917466
../Imagens/UnetDataset/perfume\results_pos\207_predict_resized.png,64,88,100,170,perfume,-1.4760369611218276,-2.952073922243655,-2.998410210891547,-2.998410210891547,-5.996820421783094,-4.474447172013375,-0.0,11515.051891925112
../Imagens/UnetDataset/perfume\results_pos\208_predict_resized.png,61,83,112,181,perfume,-1.4688725592330552,-2.9377451184661103,-2.97103206462493,-2.97103206462493,-5.94206412924986,-4.439904623857985,-0.0,14945.921506457902
../Imagens/UnetDataset/perfume\results_pos\209_predict_resized.png,55,62,99,168,perfume,-1.475308575939437,-2.950617151878874,-2.9869913071643146,-2.9869913071643146,-5.973982614328629,-4.462299883103752,-0.0,10664.340075061067
../Imagens/UnetDataset/perfume\results_pos\20_predict_resized.png,50,59,128,218,perfume,-1.5462849550262256,-3.0925699100524513,-3.396770275946264,-3.396770275946264,-6.793540551892528,-4.94305523097249,0.0,26135.237432406953
../Imagens/UnetDataset/perfume\results_pos\210_predict_resized.png,75,125,89,143,perfume,-1.4587168523797396,-2.917433704759479,-2.881671511355471,-2.881671511355471,-5.763343022710942,-4.340388363735211,-0.0,2911.094630230235
../Imagens/UnetDataset/perfume\results_pos\211_predict_resized.png,57,124,94,156,perfume,-1.4680891348716114,-2.936178269743223,-2.8659555283668285,-2.8659555283668285,-5.731911056733657,-4.33404466323844,-0.0,4508.716483353959
../Imagens/UnetDataset/perfume\results_pos\212_predict_resized.png,80,98,97,158,perfume,-1.4609695026983283,-2.9219390053966565,-2.8961949031335075,-2.8961949031335075,-5.792389806267015,-4.357164405831836,-0.0,7335.389133108992
../Imagens/UnetDataset/perfume\results_pos\213_predict_resized.png,57,64,95,159,perfume,-1.468623668588829,-2.937247337177658,-2.948811487440978,-2.948811487440978,-5.897622974881956,-4.417435156029807,-0.0,7108.862520213761
../Imagens/UnetDataset/perfume\results_pos\214_predict_resized.png,49,99,92,151,perfume,-1.466546596426961,-2.933093192853922,-2.9643450787480137,-2.9643450787480137,-5.928690157496027,-4.4308916751749745,-0.0,3145.703609535885
../Imagens/UnetDataset/perfume\results_pos\215_predict_resized.png,63,71,101,160,perfume,-1.4687126188955395,-2.937425237791079,-2.944933997341847,-2.944933997341847,-5.889867994683694,-4.413646616237386,-0.0,8782.190018603991
../Imagens/UnetDataset/perfume\results_pos\216_predict_resized.png,48,46,147,246,perfume,-1.5512093347927054,-3.102418669585411,-3.495007593671693,-3.495007593671693,-6.990015187343386,-5.046216928464398,0.0,32284.599215893708
../Imagens/UnetDataset/perfume\results_pos\217_predict_resized.png,43,31,127,212,perfume,-1.5423451492442433,-3.0846902984884865,-3.448788207276228,-3.448788207276228,-6.897576414552456,-4.991133356520471,0.0,20071.027560659182
../Imagens/UnetDataset/perfume\results_pos\218_predict_resized.png,54,55,137,224,perfume,-1.541163122972108,-3.082326245944216,-3.5217218381958317,-3.5217218381958317,-7.0434436763916635,-5.062884961167939,0.0,27991.918253759923
../Imagens/UnetDataset/perfume\results_pos\219_predict_resized.png,0,53,145,208,perfume,-1.5347893831746344,-3.069578766349269,-3.555605838535235,-3.555605838535235,-7.11121167707047,-5.090395221709869,0.0,11741.441362306776
../Imagens/UnetDataset/perfume\results_pos\21_predict_resized.png,48,65,140,191,perfume,-1.4483505121395013,-2.8967010242790026,-2.6074677724314372,-2.6074677724314372,-5.2149355448628745,-4.055818284570939,0.0,25009.912091625683
